"labels","value","fieldValueSetId","fieldValueId","seq","parentId"
"FieldValue","Pod: Fluidic Pathway - Kinking of flexible section","704_title","fv0611",0,"n/a"
"FieldValue","Pod: Fluidic Pathway - Material compatibility (drug)","705_title","fv0612",0,"n/a"
"FieldValue","Pod: Fluidic Pathway - Material compatibility (sterilization method)","707_title","fv0613",0,"n/a"
"FieldValue","Pod: Container - Glass cylinder compliance","451_title","fv0614",0,"n/a"
"FieldValue","Pod: Container - Plunger lined cap compliance","453_title","fv0615",0,"n/a"
"FieldValue","Pod: Container - Plunger compliance","454_title","fv0616",0,"n/a"
"FieldValue","Pod: Container - Compliance (finished/assembled)","455_title","fv0617",0,"n/a"
"FieldValue","Pod: Container - Seal bulge","456_title","fv0618",0,"n/a"
"FieldValue","Pod: Container - Plunger position after filling","457_title","fv0619",0,"n/a"
"FieldValue","Pod: Container - Filled volume (2)","458_title","fv0620",0,"n/a"
"FieldValue","Pod: Container - Holdup volume","459_title","fv0621",0,"n/a"
"FieldValue","Pod: Materials - Extractables","460_title","fv0622",0,"n/a"
"FieldValue","Pod: Container - Materials compliance","461_title","fv0623",0,"n/a"
"FieldValue","Pod: Materials - ETO compatibility","462_title","fv0624",0,"n/a"
"FieldValue","Pod: Materials - ETO impermeability","463_title","fv0625",0,"n/a"
"FieldValue","Pod: Materials - Lubricant","464_title","fv0626",0,"n/a"
"FieldValue","Pod: Container - Seal integrity","465_title","fv0627",0,"n/a"
"FieldValue","Pod: Container - Plunger leakage","466_title","fv0628",0,"n/a"
"FieldValue","Pod: Septum - Penetration force","467_title","fv0629",0,"n/a"
"FieldValue","Pod: Septum - Coring/fragmentation","468_title","fv0630",0,"n/a"
"FieldValue","Pod: Container - Break Loose Force (empty)","469_title","fv0631",0,"n/a"
"FieldValue","Pod: Container - Glide Force (empty)","470_title","fv0632",0,"n/a"
"FieldValue","Pod: Container - Break Loose Force (filled & aged)","471_title","fv0633",0,"n/a"
"FieldValue","Pod: Container - Glide Force (filled & aged)","472_title","fv0634",0,"n/a"
"FieldValue","Pod: Container - Dose accuracy","473_title","fv0635",0,"n/a"
"FieldValue","Pod: Container - Filling process compatibility (1)","474_title","fv0636",0,"n/a"
"FieldValue","Pod: Container - Compliance (empty)","623_title","fv0637",0,"n/a"
"FieldValue","Pod interface: Primary Container","691_title","fv0638",0,"n/a"
"FieldValue","Pod interface: Primary Container - Volume","692_title","fv0639",0,"n/a"
"FieldValue","Pod: Container - Filling process compatibility (2)","693_title","fv0640",0,"n/a"
"FieldValue","Pod interface: Primary Container - Materials","694_title","fv0641",0,"n/a"
"FieldValue","Pod: Container - Filled volume (1)","695_title","fv0642",0,"n/a"
"FieldValue","Pod: Container - Maximum air volume after filling","696_title","fv0643",0,"n/a"
"FieldValue","Pod: Materials - Stability","697_title","fv0644",0,"n/a"
"FieldValue","Pod: Materials - Particulates and droplets","698_title","fv0645",0,"n/a"
"FieldValue","Pod: Container - Siliconization","699_title","fv0646",0,"n/a"
"FieldValue","Manufacturing: Pre-filled drug cartridge","522_title","fv0647",0,"n/a"
"FieldValue","Motor Drive Assy: Torque/speed - Break Loose Force, 3 mL Container","475_title","fv0648",0,"n/a"
"FieldValue","Motor Drive Assy: Torque/speed - Glide Force, 3 mL Container","476_title","fv0649",0,"n/a"
"FieldValue","Motor Drive Assy: Torque/speed - Break Loose Force, 10 mL Container","477_title","fv0650",0,"n/a"
"FieldValue","Motor Drive Assy: Torque/speed - Glide Force, 10 mL Container","478_title","fv0651",0,"n/a"
"FieldValue","Motor Drive Assy: Motor efficiency","479_title","fv0652",0,"n/a"
"FieldValue","Motor Drive Assy: Gearing - Maximum backlash","480_title","fv0653",0,"n/a"
"FieldValue","Motor Drive Assy: Acceleration profile","481_title","fv0654",0,"n/a"
"FieldValue","Motor Drive Assy: Deceleration profile","482_title","fv0655",0,"n/a"
"FieldValue","Motor Drive Assy: Gearing - Idler gear","483_title","fv0656",0,"n/a"
"FieldValue","Motor Drive Assy: Motor - Size","484_title","fv0657",0,"n/a"
"FieldValue","Motor Drive Assy: Motor - Chassis","485_title","fv0658",0,"n/a"
"FieldValue","Motor Drive Assy: Motor - Dampening material","486_title","fv0659",0,"n/a"
"FieldValue","Motor Drive Assy: Interface - FPCA","487_title","fv0660",0,"n/a"
"FieldValue","Motor Drive Assy: Interface - Electrical connections","489_title","fv0661",0,"n/a"
"FieldValue","Motor Drive Assy: Current/power - Maximum power draw","490_title","fv0662",0,"n/a"
"FieldValue","Motor Drive Assy: Current/power - Maximum pulsed current draw","492_title","fv0663",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Type","493_title","fv0664",0,"n/a"
"FieldValue","Motor Drive Assy: Durability - Minimum rated cycles","503_title","fv0665",0,"n/a"
"FieldValue","Motor Drive Assy: Durability - Total motor on-time","504_title","fv0666",0,"n/a"
"FieldValue","Motor Drive Assy: EMC tuning","505_title","fv0667",0,"n/a"
"FieldValue","Motor Drive Assy: Durability - Continuous motor-on time","506_title","fv0668",0,"n/a"
"FieldValue","PCBA interface: Motor supply voltage","491_title","fv0669",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - Skin Needle retraction","551_title","fv0670",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - FPOS","556_title","fv0671",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - Priming","557_title","fv0672",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - Skin Needle insertion","558_title","fv0673",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - basal delivery encoder counts","567_title","fv0674",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - basal delivery motor speed","568_title","fv0675",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - bolus delivery encoder counts","576_title","fv0676",0,"n/a"
"FieldValue","Motor Drive Assy: Actuation - bolus delivery motor speed","577_title","fv0677",0,"n/a"
"FieldValue","PCBA: NFC tag validity check","602_title","fv0678",0,"n/a"
"FieldValue","PCBA: Real-time clock function","614_title","fv0679",0,"n/a"
"FieldValue","PCBA: RTC accuracy","615_title","fv0680",0,"n/a"
"FieldValue","PCBA: Pod testing communications","652_title","fv0681",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Location","494_title","fv0682",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Photo interrupter location","495_title","fv0683",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Dimensions","496_title","fv0684",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Minimum pulses per revolution","497_title","fv0685",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Maximum output voltage range","498_title","fv0686",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Maximum output frequency","499_title","fv0687",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Minimum output delay","500_title","fv0688",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Maximum voltage and current","501_title","fv0689",0,"n/a"
"FieldValue","Motor Drive Assy: Encoder - Photo interrupter logic threshold measurements","502_title","fv0690",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Structure","508_title","fv0691",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Dimensions","509_title","fv0692",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Adhesion conditions","510_title","fv0693",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Water resistance","511_title","fv0694",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Removal Force","512_title","fv0695",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Integrity during removal","513_title","fv0696",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Shelf life (alone)","514_title","fv0697",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Shelf life (assembled)","515_title","fv0698",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Biocompatibility","516_title","fv0699",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Materials (sterilization method)","517_title","fv0700",0,"n/a"
"FieldValue","Pod: Adhesive Patch - REACH compliance","519_title","fv0701",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Biocompatibility","671_title","fv0702",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Detaching device force","716_title","fv0703",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Adhesion durability","717_title","fv0704",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Skin conditions","718_title","fv0705",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Skin condition compatibility","719_title","fv0706",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Skin condition compatibility for removal","720_title","fv0707",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Adhesion","721_title","fv0708",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Vapor permeability","722_title","fv0709",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Vapor permeability (2)","723_title","fv0710",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Adhesive liner","724_title","fv0711",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Release linear ease of removal","725_title","fv0712",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Release liner pull tab shape and dimension","726_title","fv0713",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance,","727_title","fv0714",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Performance, Disassembly force","728_title","fv0715",0,"n/a"
"FieldValue","Pod: Adhesive Patch - Materials (sterilization method) (2)","729_title","fv0716",0,"n/a"
"FieldValue"," ensure the force and energy provided by the CONTROLLER to the POD to drive the drug delivery mechanism is delivered by magnetic means only.","360_specification","fv0717",0,"n/a"
"FieldValue"," ensure that any data exchange between the CONTROLLER and the POD takes place using contactless means.","361_specification","fv0718",0,"n/a"
"FieldValue"," fufill the architecture specification documented in DOC_nnn.","362_specification","fv0719",0,"n/a"
"FieldValue"," provide no means for the following drug delivery parameters to be changed via the UI: 

     -  number of basal pulses per hour
     -  number of available bolusES per hour
     -  volume of each basal/bolus pulse","586_specification","fv0720",0,"n/a"
"FieldValue"," have an external physical interface to Automatic Test Equipment (ATE) via which it can be placed in ATE mode state for testing and programming.","591_specification","fv0721",0,"n/a"
"FieldValue"," have the means to detect when the DEVICE is in contact with a flat surface.","593_specification","fv0722",0,"n/a"
"FieldValue"," have a single relative orientation only in which the CONTROLLER and POD can be assembled to form the DEVICE.","594_specification","fv0723",0,"n/a"
"FieldValue"," be assembled by the USER from the CONTROLLER and the POD with no need for additional tools.","595_specification","fv0724",0,"n/a"
"FieldValue"," neither require nor allow the USER to service the DEVICE or replace internal components.","643_specification","fv0725",0,"n/a"
"FieldValue"," neither require nor allow calibration or maintenance by the USER.","644_specification","fv0726",0,"n/a"
"FieldValue"," consist only of the following two parts coupled to each other by the USER: 

  1) the "CONTROLLER", incorporating 
     -  the active UI elements of the DEVICE,
     -  the programmable control logic of the DEVICE, 
     -  all electrical components of the DEVICE, and

  2) the "POD", incorporating
     -  the Primary Packaging for 3 ml of the drug being delivered,
     -  all elements on the drug delivery pathway","732_specification","fv0727",0,"n/a"
"FieldValue"," provide continuous and pre-programmed subcutaneous drug delivery.","353_specification","fv0728",0,"n/a"
"FieldValue"," deliver the drug according to a factory-set basal infusion regimen.","354_specification","fv0729",0,"n/a"
"FieldValue"," be able to deliver bolus doses at the USER's request within factory-set limits of quantity and frequency.","355_specification","fv0730",0,"n/a"
"FieldValue"," adhere to the USER's skin continuously for the entire duration of a single THERAPY CYCLE.","356_specification","fv0731",0,"n/a"
"FieldValue"," allow the USER to visually inspect the drug prior to initiating the therapy, but prevent access to it.","357_specification","fv0732",0,"n/a"
"FieldValue"," provide visual, audible and haptic feedback to the USER.","358_specification","fv0733",0,"n/a"
"FieldValue"," incorporate various mechanisms to ensure its safe use.","359_specification","fv0734",0,"n/a"
"FieldValue"," have an in-use lifecycle consisting of [THERAPY_CYCLE_COUNT] THERAPY CYCLES, each having a duration of [THERAPY_CYCLE_DURATION].","385_specification","fv0735",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_basal, in which... 

 it delivers a discrete quantity of drug - termed a basal pulse - according to the rules defined in [TRS-142] and [TRS-1814].","402_specification","fv0736",0,"n/a"
"FieldValue"," deliver [basal_PULSE_HOUR] basal pulses per hour throughout the THERAPY CYCLE with a cycle time of [basal_PULSE_INTERVAL]. 

Note : RTC accuracy as per [TRS-1921].","403_specification","fv0737",0,"n/a"
"FieldValue"," have a number of basal pulses that can be delivered that is pre-programmed in production and cannot be changed by the USER.","404_specification","fv0738",0,"n/a"
"FieldValue"," be available with three basal dose configurations: 

   a)  Low dose basal rate: [LOW_basal_FLOW_RATE]
   b)  Medium dose basal rate: [MEDIUM_basal_FLOW_RATE]
   c)  High dose basal rate: [HIGH_basal_FLOW_RATE].","405_specification","fv0739",0,"n/a"
"FieldValue",", for all dose configurations, deliver each individual basal pulse with a nominal flow rate of [basal_FLOW_RATE].","406_specification","fv0740",0,"n/a"
"FieldValue",", in accordance with its dose configuration setting [TRS-144], deliver the following drug volumes for a single bolus: 

   -  Low dose basal rate: [LOW_bolus_VOLUME]
   -  Medium dose basal rate: [MEDIUM_bolus_VOLUME]
   -  High dose basal rate: [HIGH_bolus_VOLUME]","407_specification","fv0741",0,"n/a"
"FieldValue"," have a volume of drug delivered with each bolus that is pre-programmed in production and cannot be changed by the USER.","408_specification","fv0742",0,"n/a"
"FieldValue",", for all dose configurations, deliver each bolus with a nominal flow rate of [bolus_FLOW_RATE].","409_specification","fv0743",0,"n/a"
"FieldValue"," limit the number of bolusES delivered over a THERAPY CYCLE to [bolus_TOTAL_AMOUNT], according to bolus hourly availability described in [TRS-153] and the RTC accuracy specified in [TRS-1921].","410_specification","fv0744",0,"n/a"
"FieldValue"," have a maximum number of bolusES (bolus_AVAILABLE_CYCLE) per THERAPY CYCLE that is pre-programmed in production and cannot be changed by the USER.","411_specification","fv0745",0,"n/a"
"FieldValue",", during the first hour of a THERAPY CYCLE, be able to deliver a maximum number of bolusES of [bolus_AVAILABLE_FIRST_HOUR] minus the number of bolusES delivered within the previous rolling hour of the previous THERAPY CYCLE.","412_specification","fv0746",0,"n/a"
"FieldValue",", after the first hour of a THERAPY CYCLE, be able to deliver a maximum number of bolusES per hour of [bolus_AVAILABLE_HOUR].","413_specification","fv0747",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_PAUSE, in which... 

 the THERAPY CYCLE is paused upon request of the USER when pressing the Start/Pause Button.","417_specification","fv0748",0,"n/a"
"FieldValue"," fulfil the requirements for flow rate and dose accuracy for both basal and bolus regimens with drug formulations having a viscosity in the range of [VISCOSITY_MIN] to [VISCOSITY_MAX]. 

Note: basal flow rates as per [TRS-145], bolus flow rates as per [TRS-150]","452_specification","fv0749",0,"n/a"
"FieldValue"," be able to log and store in the NVM the following operating parameters:

* Absolute timestamp
* FSM Device State
* Therapy cycle number
* Any type of event and associated characteristics data happening during the DEVICE normal operations (including State transitions)
* Error codes
* Therapy related data as:
   -  Start of therapy cycle event
   -  bolus and Start/Pause Button interrupts
   -  bolus delivery event
   -  bolus delivery event duration
   -  ENCODER counts monitored for each bolus event
   -  basal delivery event
   -  basal delivery event duration
   -  ENCODER counts monitored for each basal event
   -  Estimated residual amount of drug
   -  Any Alarm event happening during the therapy normal operations
   -  End of therapy cycle event.","488_specification","fv0750",0,"n/a"
"FieldValue"," consider an occlusion to be present during the delivery of a basal pulse if at least one of the following conditions occurs: 

     -  the motor shaft speed decreases by more than the [MOTOR_SHAFT_DECELERATION] of the nominal [basal_MOTOR_SPEED]
     -  the current drawn by the motor is greater than or equal to [OCCLUSION_DETECTION_basal_MOTOR_CURRENT].","507_specification","fv0751",0,"n/a"
"FieldValue"," detect an occlusion in the fluidic pathway before it results in: 

a) under delivery of a single bolus by < 80% of the target volume; or
b) basal dose inaccuracy of < 80% of target basal dose within a 1 hr period.","518_specification","fv0752",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_ATE_MODE, 

WHEN the a valid deactivation command is received, 

THEN transit to SYSTEM_STATE_SHELF_LIFE.","523_specification","fv0753",0,"n/a"
"FieldValue"," transit to SYSTEM_STATE_SHELF_LIFE in the event that it is switched on by anything other than a valid recognizable POD.","524_specification","fv0754",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_SHELF_LIFE, in which the following circuits only are powered: 

   -  RTC (previously initialized during the manufacturing process)
   -  POD presence detection
   -  System wake-up management","525_specification","fv0755",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_POD_IDENTIFICATION,

WHEN the time required to perform the POD identification exceeds [TIMEOUT_IDENTIFICATION], 

THEN transit to SYSTEM_STATE_POWER_OFF. 

Note: RTC accuracy as per [TRS-1921]","526_specification","fv0756",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_CHANGE_POD
AND the CONTROLLER and POD are coupled,

WHEN the skin sensor has been unable to detect a contact surface for [TIMEOUT_SKIN_MISSING_SLEEP]  

THEN transit to SYSTEM_STATE_POWER_OFF. 

Note: RTC accuracy as per [TRS-1921]","527_specification","fv0757",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the POD is detached before transition to SYSTEM_STATE_POD_IDENTIFICATION, 

THEN transit to SYSTEM_STATE_POWER_OFF.","528_specification","fv0758",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_POWER_OFF, in which the following circuits only are powered: 

   -  MCU (in low power mode)
   -  RTC
   -  Start/Pause Button and Bolus Button interface
   -  POD presence detection
   -  System wake-up management","529_specification","fv0759",0,"n/a"
"FieldValue",", GIVEN it is in any system state, 

WHEN the CONTROLLER and the POD are decoupled, 

THEN transit to SYSTEM_STATE_DECOUPLED.","530_specification","fv0760",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_DECOUPLED, in which... 

 the power off sequence automatically starts to transit then in SYSTEM_STATE_POWER_OFF.","531_specification","fv0761",0,"n/a"
"FieldValue",", WHEN the first successful coupling of the CONTROLLER and POD has taken place, 

THEN automatically power on, 
THEN transit from SYSTEM_STATE_SHELF_LIFE to SYSTEM_STATE_INITIALIZATION.","532_specification","fv0762",0,"n/a"
"FieldValue",", WHEN coupling an unused POD to the CONTROLLER, 

THEN automatically power on, 
THEN transit from SYSTEM_STATE_POWER_OFF to SYSTEM_STATE_INITIALIZATION.","533_specification","fv0763",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the number of previously coupled PODs equals [THERAPY_CYCLE_NUMBERS], 

THEN abort the initialization sequence.","534_specification","fv0764",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_INITIALIZATION, in which it performs the following operations to initialize itself:

   -  checks the NVM integrity
   -  starts the lifetime of the CONTROLLER since the first POD coupling
   -  checks the lifetime of the DEVICE since the RTC initialization
   -  checks the lifetime of the CONTROLLER since the first POD coupling
   -  checks the total number of coupled PODs
   -  performs a set of tests on the hardware components activated by the firmware, called Power-On Self Test (POST)
   -  monitors the error events occurring, both NRE or not
   -  checks the BATTERY level
   -  updates the UI in function of the corresponding event/s.","535_specification","fv0765",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION
AND during the initialization sequence [TRS-1758],

WHEN an error is recognized as non-recoverable [TRS-1908], 

THEN transit to SYSTEM_STATE_NRE.","536_specification","fv0766",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_CHANGE_POD,

WHEN an error is recognized as non-recoverable as per [TRS-1908], 

THEN transit to SYSTEM_STATE_NRE.","537_specification","fv0767",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_NRE, in which it... 

 interrupts the nominal working operations and updates the UI as per [TRS-1978], [TRS-1979] and [TRS-1980] until the complete battery depletion.","538_specification","fv0768",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN it receives a valid external command to enter production and testing mode, 

THEN transit to SYSTEM_STATE_ATE_MODE  as per [TRS-1768].","539_specification","fv0769",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the initialization operations listed in [TRS-1758] are all successfully completed, 

THEN transit to SYSTEM_STATE_POD_IDENTIFICATION
THEN start the POD identification sequence.","540_specification","fv0770",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_POD_IDENTIFICATION, in which it performs the following sequence of actions: 

   -  reads the NFC tag of the POD
   -  in case of the first POD only, reads the POD dose configuration profile and stores it in the CONTROLLER NVM 
   -  for all PODs except the first coupled, checks the compatibility of the coupled POD with the dose configuration profile CONTROLLER NVM
   -  interprets the position of the skin sensor
   -  monitors the interrupts coming from the Start/Pause Button
   -  updates the UI as per [TRS-1984], [TRS-1985], [TRS-1986].","541_specification","fv0771",0,"n/a"
"FieldValue",", when in the state SYSTEM_STATE_POD_IDENTIFICATION, read from the POD's NFC tag the information specified in [TRS-1907].","542_specification","fv0772",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_SETUP,

WHEN the first valid POD is coupled, 

THEN start to count the lifetime (EoL) of the CONTROLLER.","545_specification","fv0773",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_POD_IDENTIFICATION,

WHEN it detects that the dose configuration of the coupled POD is different to that registered in the CONTROLLER NVM, 

THEN transit to SYSTEM_STATE_CHANGE_POD.","546_specification","fv0774",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time in therapy for a POD exceeds [THERAPY_CYCLE_DURATION], 

THEN transit to SYSTEM_STATE_CHANGE_POD whilst denying any other pending action.

Note: RTC accuracy as per [TRS-1921]","547_specification","fv0775",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_basal, 

WHEN an error as per [TRS-1909] is detected, 

THEN stop delivery of the basal pulse,
THEN transit to SYSTEM_STATE_CHANGE_POD.","548_specification","fv0776",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_bolus, 

WHEN an error as per [TRS-1909] is detected, 

THEN stop delivery of the bolus pulse,
THEN transit to SYSTEM_STATE_CHANGE_POD.","549_specification","fv0777",0,"n/a"
"FieldValue",", GIVEN the SKIN NEEDLE is in its deployed position,

WHEN it transits to SYSTEM_STATE_CHANGE_POD

THEN perform SKIN NEEDLE retraction as per [TRS-1789].","550_specification","fv0778",0,"n/a"
"FieldValue",", GIVEN it is in any system state, 

WHEN the BATTERY voltage is recognized to be lower than [BATTERY_CRITICAL_VALUE], 

THEN transit to SYSTEM_STATE_CRITICAL_VOLTAGE.","552_specification","fv0779",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_CRITICAL_VOLTAGE, in which it:  

   -  retracts the SKIN NEEDLE (if inserted), 
   -  interrupts any running working operation prior to the complete battery depletion
   - updates the UI in function of the corresponding event/s.","553_specification","fv0780",0,"n/a"
"FieldValue",", GIVEN the POD identification sequence has been successfully performed,

WHEN the skin sensor detects the skin presence as per [TRS-1865]
AND the Start/Pause Button is operated as per [TRS-2022] (Hold Event), 

THEN transit to SYSTEM_STATE_SETUP,
THEN start all the automated operations preparatory for drug delivery.","554_specification","fv0781",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_SETUP, in which it performs, as a minimum, the following actions in the given order prior to the delivery of the first basal pulse:

   -  FPOS actuation
   -  Update of the information stored into the POD NFC tag
   -  Air priming
   -  NIM actuation
   -  Update the UI in function of the corresponding event/s
   -  Clear all the statistics related to the POD therapy counters.","555_specification","fv0782",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_PAUSE,

WHEN the USER operates the Start/Pause Button as per [TRS-2022] (Hold Event), 

THEN transit to SYSTEM_STATE_IDLE.","559_specification","fv0783",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_PAUSE,

WHEN the elapsed time since the start of the SKIN NEEDLE actuation exceeds [THERAPY_CYCLE_DURATION], 

THEN transit to SYSTEM_STATE_IDLE,
THEN transit to SYSTEM_STATE_CHANGE_POD. 

Note: RTC accuracy as per [TRS-1921]","560_specification","fv0784",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time since the coupling of an unused POD reaches [basal_SETTLING_TIME], 

THEN transit to SYSTEM_STATE_basal, 
THEN deliver a basal pulse according to [TRS-141]","562_specification","fv0785",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the elapsed time since the start of the previous successful basal pulse delivery equals [basal_PULSE_INTERVAL], 

THEN transit to SYSTEM_STATE_basal, 
THEN deliver a basal pulse

Note: RTC accuracy as per [TRS-1921]","563_specification","fv0786",0,"n/a"
"FieldValue",", GIVEN the time elapsed since the last basal pulse is higher than [basal_PULSE_INTERVAL], 

WHEN it exits from SYSTEM_STATE_PAUSE, 

THEN transit to SYSTEM_STATE_basal
THEN deliver a basal pulse

Note: RTC accuracy as per [TRS-1921]","564_specification","fv0787",0,"n/a"
"FieldValue",", GIVEN the time elapsed since the last basal pulse is lower than [basal_PULSE_INTERVAL], 

WHEN it exits from SYSTEM_STATE_PAUSE, 

THEN wait to deliver the next basal pulse as per [TRS-1811]

Note: RTC accuracy as per [TRS-1921]","565_specification","fv0788",0,"n/a"
"FieldValue",", in accordance with the dose configurations defined in [TRS-144] and the maximum number of basal pulses per hour defined in [TRS-142], deliver single basal pulses having a drug volume of: 

   a)  low dose basal volume: [LOW_basal_VOLUME]
   b)  medium dose basal volume: [MEDIUM_basal_VOLUME]
   c)  high dose basal volume: [HIGH_basal_VOLUME].","566_specification","fv0789",0,"n/a"
"FieldValue",", in accordance with the dose volumes defined in [TRS-1814], deliver single basal pulses in a maximum time of: 

   a)  low dose basal time: [LOW_basal_TIME] + [basal_TIME_TOLL]
   b)  medium dose basal time: [MEDIUM_basal_TIME] + [basal_TIME_TOLL]
   c)  high dose basal time: [HIGH_basal_TIME] + [basal_TIME_TOLL]","569_specification","fv0790",0,"n/a"
"FieldValue"," monitor whether the current drawn by the motor exceeds [MAX_basal_DELIVERY_CURRENT] during the delivery of a basal pulse.","570_specification","fv0791",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_IDLE,

WHEN the USER requests a bolus [TRS-2023] and a bolus is available [TRS-151], 

THEN transit to SYSTEM_STATE_bolus, 
THEN deliver a bolus.","572_specification","fv0792",0,"n/a"
"FieldValue"," have a state, SYSTEM_STATE_bolus, in which... 

 it delivers a discrete quantity of drug, termed bolus, according to the availability rules defined in [TRS-151] and [TRS-48].","573_specification","fv0793",0,"n/a"
"FieldValue"," monitor whether the current drawn by the motor exceeds [MAX_bolus_DELIVERY_CURRENT] during the delivery of a bolus pulse.","574_specification","fv0794",0,"n/a"
"FieldValue",", while in SYSTEM_STATE_bolus, retain in its NVM the number of bolusES delivered.","575_specification","fv0795",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_basal or SYSTEM_STATE_bolus, 

WHEN the time spent in therapy for a given POD exceeds [THERAPY_CYCLE_DURATION], 

THEN continue the ongoing basal/bolus delivery until its completion,
THEN transit to SYSTEM_STATE_IDLE, 
THEN transit to SYSTEM_STATE_CHANGE_POD.

Note: RTC accuracy as per [TRS-1921]","579_specification","fv0796",0,"n/a"
"FieldValue",", GIVEN it is in SYSTEM_STATE_bolus,

WHEN the delivery of a basal pulse is scheduled to occur, 

THEN complete the delivery of the bolus,
THEN transit into SYSTEM_STATE_IDLE,
THEN transit into SYSTEM_STATE_basal and deliver the scheduled basal pulse.

In case a previous request for pause is present into the queue managed in SYSTEM_STATE_IDLE, the system SHALL transit to SYSTEM_STATE_PAUSE and not deliver the basal pulse scheduled.","580_specification","fv0797",0,"n/a"
