"tmpID","labels","value","reqType","fieldName","modeluid","uid","seq","parentId"
"fv0575","FieldValue","Pod: NIM - Skin Needle, Access to tip","TECHNICAL","title","","",239,"N/A"
"fv0576","FieldValue","Pod: NIM - Skin Needle, Deployment direction","TECHNICAL","title","","",240,"N/A"
"fv0577","FieldValue","Pod: NIM - Skin Needle, Retraction direction","TECHNICAL","title","","",241,"N/A"
"fv0578","FieldValue","Pod: NIM - Skin Needle, Retraction time","TECHNICAL","title","","",242,"N/A"
"fv0579","FieldValue","Pod: NIM - Skin Needle, Tip geometry","TECHNICAL","title","","",243,"N/A"
"fv0580","FieldValue","Pod: NIM - Skin Needle, Hooking prevention","TECHNICAL","title","","",244,"N/A"
"fv0581","FieldValue","Pod: NIM - Skin Needle, Residual particles","TECHNICAL","title","","",245,"N/A"
"fv0582","FieldValue","Pod: NIM - Skin Needle, Non-coring design","TECHNICAL","title","","",246,"N/A"
"fv0583","FieldValue","Pod: NIM - Skin Needle, Penetration time","TECHNICAL","title","","",247,"N/A"
"fv0584","FieldValue","Pod: NIM - Skin Needle, Insertion force","TECHNICAL","title","","",248,"N/A"
"fv0585","FieldValue","Pod: NIM - Skin Needle, Type","TECHNICAL","title","","",249,"N/A"
"fv0586","FieldValue","Pod: NIM - Skin Needle, Insertion depth","TECHNICAL","title","","",250,"N/A"
"fv0587","FieldValue","Pod: NIM - Needle Shield, Pre-therapy position","TECHNICAL","title","","",251,"N/A"
"fv0588","FieldValue","Pod: NIM - Needle Shield, Displacement range","TECHNICAL","title","","",252,"N/A"
"fv0589","FieldValue","Pod: NIM - Needle Shield, Reaction force","TECHNICAL","title","","",253,"N/A"
"fv0590","FieldValue","Pod: NIM - Needle Shield, Activation","TECHNICAL","title","","",254,"N/A"
"fv0591","FieldValue","Pod: NIM - Needle Shield, Locking mechanism","TECHNICAL","title","","",255,"N/A"
"fv0592","FieldValue","Pod: NIM - Needle Shield, Deployment time","TECHNICAL","title","","",256,"N/A"
"fv0593","FieldValue","Pod: NIM - Needle Shield, Robustness","TECHNICAL","title","","",257,"N/A"
"fv0594","FieldValue","Pod: NIM - Needle Shield, Tilting angle","TECHNICAL","title","","",258,"N/A"
"fv0595","FieldValue","Pod: NIM - Needle Shield, Torque strength","TECHNICAL","title","","",259,"N/A"
"fv0596","FieldValue","Pod: NIM - Needle Shield, Disassembly force","TECHNICAL","title","","",260,"N/A"
"fv0597","FieldValue","Pod: FPOS - Septum Needle, Actuation","TECHNICAL","title","","",261,"N/A"
"fv0598","FieldValue","Pod: FPOS - Septum Needle, Pre-actuation position","TECHNICAL","title","","",262,"N/A"
"fv0599","FieldValue","Pod: FPOS - Septum Needle, Penetration time","TECHNICAL","title","","",263,"N/A"
"fv0600","FieldValue","Pod: FPOS - Septum Needle, Penetration force","TECHNICAL","title","","",264,"N/A"
"fv0601","FieldValue","Pod: FPOS - Septum Needle, Deployment direction","TECHNICAL","title","","",265,"N/A"
"fv0602","FieldValue","Pod: FPOS - Septum Needle, Non-coring","TECHNICAL","title","","",266,"N/A"
"fv0603","FieldValue","Pod: FPOS - Septum Needle, Penetration distance","TECHNICAL","title","","",267,"N/A"
"fv0604","FieldValue","Pod: FPOS - Septum Needle, Type","TECHNICAL","title","","",268,"N/A"
"fv0605","FieldValue","Pod: FPOS - Septum Needle, Tip geometry","TECHNICAL","title","","",269,"N/A"
"fv0606","FieldValue","Pod: Fluidic Pathway - Flexible part","TECHNICAL","title","","",270,"N/A"
"fv0607","FieldValue","Pod: Fluidic Pathway - Composition","TECHNICAL","title","","",271,"N/A"
"fv0608","FieldValue","Pod: Fluidic Pathway - Leakage","TECHNICAL","title","","",272,"N/A"
"fv0609","FieldValue","Pod: Fluidic Pathway - Holdup volume","TECHNICAL","title","","",273,"N/A"
"fv0610","FieldValue","Pod: Fluidic Pathway - Air volume","TECHNICAL","title","","",274,"N/A"
"fv0611","FieldValue","Pod: Fluidic Pathway - Kinking of flexible section","TECHNICAL","title","","",275,"N/A"
"fv0612","FieldValue","Pod: Fluidic Pathway - Material compatibility (drug)","TECHNICAL","title","","",276,"N/A"
"fv0613","FieldValue","Pod: Fluidic Pathway - Material compatibility (sterilization method)","TECHNICAL","title","","",277,"N/A"
"fv0614","FieldValue","Pod: Container - Glass cylinder compliance","TECHNICAL","title","","",278,"N/A"
"fv0615","FieldValue","Pod: Container - Plunger lined cap compliance","TECHNICAL","title","","",279,"N/A"
"fv0616","FieldValue","Pod: Container - Plunger compliance","TECHNICAL","title","","",280,"N/A"
"fv0617","FieldValue","Pod: Container - Compliance (finished/assembled)","TECHNICAL","title","","",281,"N/A"
"fv0618","FieldValue","Pod: Container - Seal bulge","TECHNICAL","title","","",282,"N/A"
"fv0619","FieldValue","Pod: Container - Plunger position after filling","TECHNICAL","title","","",283,"N/A"
"fv0620","FieldValue","Pod: Container - Filled volume (2)","TECHNICAL","title","","",284,"N/A"
"fv0621","FieldValue","Pod: Container - Holdup volume","TECHNICAL","title","","",285,"N/A"
"fv0622","FieldValue","Pod: Materials - Extractables","TECHNICAL","title","","",286,"N/A"
"fv0623","FieldValue","Pod: Container - Materials compliance","TECHNICAL","title","","",287,"N/A"
"fv0624","FieldValue","Pod: Materials - ETO compatibility","TECHNICAL","title","","",288,"N/A"
"fv0625","FieldValue","Pod: Materials - ETO impermeability","TECHNICAL","title","","",289,"N/A"
"fv0626","FieldValue","Pod: Materials - Lubricant","TECHNICAL","title","","",290,"N/A"
"fv0627","FieldValue","Pod: Container - Seal integrity","TECHNICAL","title","","",291,"N/A"
"fv0628","FieldValue","Pod: Container - Plunger leakage","TECHNICAL","title","","",292,"N/A"
"fv0629","FieldValue","Pod: Septum - Penetration force","TECHNICAL","title","","",293,"N/A"
"fv0630","FieldValue","Pod: Septum - Coring/fragmentation","TECHNICAL","title","","",294,"N/A"
"fv0631","FieldValue","Pod: Container - Break Loose Force (empty)","TECHNICAL","title","","",295,"N/A"
"fv0632","FieldValue","Pod: Container - Glide Force (empty)","TECHNICAL","title","","",296,"N/A"
"fv0633","FieldValue","Pod: Container - Break Loose Force (filled & aged)","TECHNICAL","title","","",297,"N/A"
"fv0634","FieldValue","Pod: Container - Glide Force (filled & aged)","TECHNICAL","title","","",298,"N/A"
"fv0635","FieldValue","Pod: Container - Dose accuracy","TECHNICAL","title","","",299,"N/A"
"fv0636","FieldValue","Pod: Container - Filling process compatibility (1)","TECHNICAL","title","","",300,"N/A"
"fv0637","FieldValue","Pod: Container - Compliance (empty)","TECHNICAL","title","","",301,"N/A"
"fv0638","FieldValue","Pod interface: Primary Container","TECHNICAL","title","","",302,"N/A"
"fv0639","FieldValue","Pod interface: Primary Container - Volume","TECHNICAL","title","","",303,"N/A"
"fv0640","FieldValue","Pod: Container - Filling process compatibility (2)","TECHNICAL","title","","",304,"N/A"
"fv0641","FieldValue","Pod interface: Primary Container - Materials","TECHNICAL","title","","",305,"N/A"
"fv0642","FieldValue","Pod: Container - Filled volume (1)","TECHNICAL","title","","",306,"N/A"
"fv0643","FieldValue","Pod: Container - Maximum air volume after filling","TECHNICAL","title","","",307,"N/A"
"fv0644","FieldValue","Pod: Materials - Stability","TECHNICAL","title","","",308,"N/A"
"fv0645","FieldValue","Pod: Materials - Particulates and droplets","TECHNICAL","title","","",309,"N/A"
"fv0646","FieldValue","Pod: Container - Siliconization","TECHNICAL","title","","",310,"N/A"
"fv0647","FieldValue","Manufacturing: Pre-filled drug cartridge","TECHNICAL","title","","",311,"N/A"
"fv0648","FieldValue","Motor Drive Assy: Torque/speed - Break Loose Force, 3 mL Container","TECHNICAL","title","","",312,"N/A"
"fv0649","FieldValue","Motor Drive Assy: Torque/speed - Glide Force, 3 mL Container","TECHNICAL","title","","",313,"N/A"
"fv0650","FieldValue","Motor Drive Assy: Torque/speed - Break Loose Force, 10 mL Container","TECHNICAL","title","","",314,"N/A"
"fv0651","FieldValue","Motor Drive Assy: Torque/speed - Glide Force, 10 mL Container","TECHNICAL","title","","",315,"N/A"
"fv0652","FieldValue","Motor Drive Assy: Motor efficiency","TECHNICAL","title","","",316,"N/A"
"fv0653","FieldValue","Motor Drive Assy: Gearing - Maximum backlash","TECHNICAL","title","","",317,"N/A"
"fv0654","FieldValue","Motor Drive Assy: Acceleration profile","TECHNICAL","title","","",318,"N/A"
"fv0655","FieldValue","Motor Drive Assy: Deceleration profile","TECHNICAL","title","","",319,"N/A"
"fv0656","FieldValue","Motor Drive Assy: Gearing - Idler gear","TECHNICAL","title","","",320,"N/A"
"fv0657","FieldValue","Motor Drive Assy: Motor - Size","TECHNICAL","title","","",321,"N/A"
"fv0658","FieldValue","Motor Drive Assy: Motor - Chassis","TECHNICAL","title","","",322,"N/A"
"fv0659","FieldValue","Motor Drive Assy: Motor - Dampening material","TECHNICAL","title","","",323,"N/A"
"fv0660","FieldValue","Motor Drive Assy: Interface - FPCA","TECHNICAL","title","","",324,"N/A"
"fv0661","FieldValue","Motor Drive Assy: Interface - Electrical connections","TECHNICAL","title","","",325,"N/A"
"fv0662","FieldValue","Motor Drive Assy: Current/power - Maximum power draw","TECHNICAL","title","","",326,"N/A"
"fv0663","FieldValue","Motor Drive Assy: Current/power - Maximum pulsed current draw","TECHNICAL","title","","",327,"N/A"
"fv0664","FieldValue","Motor Drive Assy: Encoder - Type","TECHNICAL","title","","",328,"N/A"
"fv0665","FieldValue","Motor Drive Assy: Durability - Minimum rated cycles","TECHNICAL","title","","",329,"N/A"
"fv0666","FieldValue","Motor Drive Assy: Durability - Total motor on-time","TECHNICAL","title","","",330,"N/A"
"fv0667","FieldValue","Motor Drive Assy: EMC tuning","TECHNICAL","title","","",331,"N/A"
"fv0668","FieldValue","Motor Drive Assy: Durability - Continuous motor-on time","TECHNICAL","title","","",332,"N/A"
"fv0669","FieldValue","PCBA interface: Motor supply voltage","TECHNICAL","title","","",333,"N/A"
"fv0670","FieldValue","Motor Drive Assy: Actuation - Skin Needle retraction","TECHNICAL","title","","",334,"N/A"
"fv0671","FieldValue","Motor Drive Assy: Actuation - FPOS","TECHNICAL","title","","",335,"N/A"
"fv0672","FieldValue","Motor Drive Assy: Actuation - Priming","TECHNICAL","title","","",336,"N/A"
"fv0673","FieldValue","Motor Drive Assy: Actuation - Skin Needle insertion","TECHNICAL","title","","",337,"N/A"
"fv0674","FieldValue","Motor Drive Assy: Actuation - basal delivery encoder counts","TECHNICAL","title","","",338,"N/A"
"fv0675","FieldValue","Motor Drive Assy: Actuation - basal delivery motor speed","TECHNICAL","title","","",339,"N/A"
"fv0676","FieldValue","Motor Drive Assy: Actuation - bolus delivery encoder counts","TECHNICAL","title","","",340,"N/A"
"fv0677","FieldValue","Motor Drive Assy: Actuation - bolus delivery motor speed","TECHNICAL","title","","",341,"N/A"
"fv0678","FieldValue","PCBA: NFC tag validity check","TECHNICAL","title","","",342,"N/A"
"fv0679","FieldValue","PCBA: Real-time clock function","TECHNICAL","title","","",343,"N/A"
"fv0680","FieldValue","PCBA: RTC accuracy","TECHNICAL","title","","",344,"N/A"
"fv0681","FieldValue","PCBA: Pod testing communications","TECHNICAL","title","","",345,"N/A"
"fv0682","FieldValue","Motor Drive Assy: Encoder - Location","TECHNICAL","title","","",346,"N/A"
"fv0683","FieldValue","Motor Drive Assy: Encoder - Photo interrupter location","TECHNICAL","title","","",347,"N/A"
"fv0684","FieldValue","Motor Drive Assy: Encoder - Dimensions","TECHNICAL","title","","",348,"N/A"
"fv0685","FieldValue","Motor Drive Assy: Encoder - Minimum pulses per revolution","TECHNICAL","title","","",349,"N/A"
"fv0686","FieldValue","Motor Drive Assy: Encoder - Maximum output voltage range","TECHNICAL","title","","",350,"N/A"
"fv0687","FieldValue","Motor Drive Assy: Encoder - Maximum output frequency","TECHNICAL","title","","",351,"N/A"
"fv0688","FieldValue","Motor Drive Assy: Encoder - Minimum output delay","TECHNICAL","title","","",352,"N/A"
"fv0689","FieldValue","Motor Drive Assy: Encoder - Maximum voltage and current","TECHNICAL","title","","",353,"N/A"
"fv0690","FieldValue","Motor Drive Assy: Encoder - Photo interrupter logic threshold measurements","TECHNICAL","title","","",354,"N/A"
"fv0691","FieldValue","Pod: Adhesive Patch - Structure","TECHNICAL","title","","",355,"N/A"
"fv0692","FieldValue","Pod: Adhesive Patch - Dimensions","TECHNICAL","title","","",356,"N/A"
"fv0693","FieldValue","Pod: Adhesive Patch - Performance, Adhesion conditions","TECHNICAL","title","","",357,"N/A"
"fv0694","FieldValue","Pod: Adhesive Patch - Performance, Water resistance","TECHNICAL","title","","",358,"N/A"
"fv0695","FieldValue","Pod: Adhesive Patch - Performance, Removal Force","TECHNICAL","title","","",359,"N/A"
"fv0696","FieldValue","Pod: Adhesive Patch - Performance, Integrity during removal","TECHNICAL","title","","",360,"N/A"
"fv0697","FieldValue","Pod: Adhesive Patch - Shelf life (alone)","TECHNICAL","title","","",361,"N/A"
"fv0698","FieldValue","Pod: Adhesive Patch - Shelf life (assembled)","TECHNICAL","title","","",362,"N/A"
"fv0699","FieldValue","Pod: Adhesive Patch - Biocompatibility","TECHNICAL","title","","",363,"N/A"
"fv0700","FieldValue","Pod: Adhesive Patch - Materials (sterilization method)","TECHNICAL","title","","",364,"N/A"
"fv0701","FieldValue","Pod: Adhesive Patch - REACH compliance","TECHNICAL","title","","",365,"N/A"
"fv0702","FieldValue","Pod: Adhesive Patch - Biocompatibility","TECHNICAL","title","","",366,"N/A"
"fv0703","FieldValue","Pod: Adhesive Patch - Performance, Detaching device force","TECHNICAL","title","","",367,"N/A"
"fv0704","FieldValue","Pod: Adhesive Patch - Performance, Adhesion durability","TECHNICAL","title","","",368,"N/A"
"fv0705","FieldValue","Pod: Adhesive Patch - Skin conditions","TECHNICAL","title","","",369,"N/A"
"fv0706","FieldValue","Pod: Adhesive Patch - Skin condition compatibility","TECHNICAL","title","","",370,"N/A"
"fv0707","FieldValue","Pod: Adhesive Patch - Performance, Skin condition compatibility for removal","TECHNICAL","title","","",371,"N/A"
"fv0708","FieldValue","Pod: Adhesive Patch - Performance, Adhesion","TECHNICAL","title","","",372,"N/A"
"fv0709","FieldValue","Pod: Adhesive Patch - Vapor permeability","TECHNICAL","title","","",373,"N/A"
"fv0710","FieldValue","Pod: Adhesive Patch - Vapor permeability (2)","TECHNICAL","title","","",374,"N/A"
"fv0711","FieldValue","Pod: Adhesive Patch - Adhesive liner","TECHNICAL","title","","",375,"N/A"
"fv0712","FieldValue","Pod: Adhesive Patch - Performance, Release linear ease of removal","TECHNICAL","title","","",376,"N/A"
"fv0713","FieldValue","Pod: Adhesive Patch - Performance, Release liner pull tab shape and dimension","TECHNICAL","title","","",377,"N/A"
"fv0714","FieldValue","Pod: Adhesive Patch - Performance,","TECHNICAL","title","","",378,"N/A"
"fv0715","FieldValue","Pod: Adhesive Patch - Performance, Disassembly force","TECHNICAL","title","","",379,"N/A"
"fv0716","FieldValue","Pod: Adhesive Patch - Materials (sterilization method) (2)","TECHNICAL","title","","",380,"N/A"
"fv0717","FieldValue"," ensure the force and energy provided by the CONTROLLER to the POD to drive the drug delivery mechanism is delivered by magnetic means only.","TECHNICAL","specification","","",0,"N/A"
"fv0718","FieldValue"," ensure that any data exchange between the CONTROLLER and the POD takes place using contactless means.","TECHNICAL","specification","","",1,"N/A"
"fv0719","FieldValue"," fufill the architecture specification documented in DOC_nnn.","TECHNICAL","specification","","",2,"N/A"
"fv0720","FieldValue"," provide no means for the following drug delivery parameters to be changed via the UI: 

     -  number of basal pulses per hour
     -  number of available bolusES per hour
     -  volume of each basal/bolus pulse","TECHNICAL","specification","","",3,"N/A"
"fv0721","FieldValue"," have an external physical interface to Automatic Test Equipment (ATE) via which it can be placed in ATE mode state for testing and programming.","TECHNICAL","specification","","",4,"N/A"
"fv0722","FieldValue"," have the means to detect when the DEVICE is in contact with a flat surface.","TECHNICAL","specification","","",5,"N/A"
"fv0723","FieldValue"," have a single relative orientation only in which the CONTROLLER and POD can be assembled to form the DEVICE.","TECHNICAL","specification","","",6,"N/A"
"fv0724","FieldValue"," be assembled by the USER from the CONTROLLER and the POD with no need for additional tools.","TECHNICAL","specification","","",7,"N/A"
"fv0725","FieldValue"," neither require nor allow the USER to service the DEVICE or replace internal components.","TECHNICAL","specification","","",8,"N/A"
"fv0726","FieldValue"," neither require nor allow calibration or maintenance by the USER.","TECHNICAL","specification","","",9,"N/A"
"fv0727","FieldValue"," consist only of the following two parts coupled to each other by the USER: 

  1) the ""CONTROLLER"", incorporating 
     -  the active UI elements of the DEVICE,
     -  the programmable control logic of the DEVICE, 
     -  all electrical components of the DEVICE, and

  2) the ""POD"", incorporating
     -  the Primary Packaging for 3 ml of the drug being delivered,
     -  all elements on the drug delivery pathway","TECHNICAL","specification","","",10,"N/A"
"fv0728","FieldValue"," provide continuous and pre-programmed subcutaneous drug delivery.","TECHNICAL","specification","","",11,"N/A"
"fv0729","FieldValue"," deliver the drug according to a factory-set basal infusion regimen.","TECHNICAL","specification","","",12,"N/A"
"fv0730","FieldValue"," be able to deliver bolus doses at the USER's request within factory-set limits of quantity and frequency.","TECHNICAL","specification","","",13,"N/A"
"fv0731","FieldValue"," adhere to the USER's skin continuously for the entire duration of a single THERAPY CYCLE.","TECHNICAL","specification","","",14,"N/A"
"fv0732","FieldValue"," allow the USER to visually inspect the drug prior to initiating the therapy, but prevent access to it.","TECHNICAL","specification","","",15,"N/A"
"fv0733","FieldValue"," provide visual, audible and haptic feedback to the USER.","TECHNICAL","specification","","",16,"N/A"
"fv0734","FieldValue"," incorporate various mechanisms to ensure its safe use.","TECHNICAL","specification","","",17,"N/A"
"fv0735","FieldValue"," have an in-use lifecycle consisting of [THERAPY_CYCLE_COUNT] THERAPY CYCLES, each having a duration of [THERAPY_CYCLE_DURATION].","TECHNICAL","specification","","",18,"N/A"
"fv0736","FieldValue"," have a state, SYSTEM_STATE_basal, in which... 

 it delivers a discrete quantity of drug - termed a basal pulse - according to the rules defined in [TRS-142] and [TRS-1814].","TECHNICAL","specification","","",19,"N/A"
"fv0737","FieldValue"," deliver [basal_PULSE_HOUR] basal pulses per hour throughout the THERAPY CYCLE with a cycle time of [basal_PULSE_INTERVAL]. 

Note : RTC accuracy as per [TRS-1921].","TECHNICAL","specification","","",20,"N/A"
"fv0738","FieldValue"," have a number of basal pulses that can be delivered that is pre-programmed in production and cannot be changed by the USER.","TECHNICAL","specification","","",21,"N/A"
"fv0739","FieldValue"," be available with three basal dose configurations: 

   a)  Low dose basal rate: [LOW_basal_FLOW_RATE]
   b)  Medium dose basal rate: [MEDIUM_basal_FLOW_RATE]
   c)  High dose basal rate: [HIGH_basal_FLOW_RATE].","TECHNICAL","specification","","",22,"N/A"
"fv0740","FieldValue",", for all dose configurations, deliver each individual basal pulse with a nominal flow rate of [basal_FLOW_RATE].","TECHNICAL","specification","","",23,"N/A"
"fv0741","FieldValue",", in accordance with its dose configuration setting [TRS-144], deliver the following drug volumes for a single bolus: 

   -  Low dose basal rate: [LOW_bolus_VOLUME]
   -  Medium dose basal rate: [MEDIUM_bolus_VOLUME]
   -  High dose basal rate: [HIGH_bolus_VOLUME]","TECHNICAL","specification","","",24,"N/A"
"fv0742","FieldValue"," have a volume of drug delivered with each bolus that is pre-programmed in production and cannot be changed by the USER.","TECHNICAL","specification","","",25,"N/A"
"fv0743","FieldValue",", for all dose configurations, deliver each bolus with a nominal flow rate of [bolus_FLOW_RATE].","TECHNICAL","specification","","",26,"N/A"
"fv0744","FieldValue"," limit the number of bolusES delivered over a THERAPY CYCLE to [bolus_TOTAL_AMOUNT], according to bolus hourly availability described in [TRS-153] and the RTC accuracy specified in [TRS-1921].","TECHNICAL","specification","","",27,"N/A"
"fv0745","FieldValue"," have a maximum number of bolusES (bolus_AVAILABLE_CYCLE) per THERAPY CYCLE that is pre-programmed in production and cannot be changed by the USER.","TECHNICAL","specification","","",28,"N/A"
"fv0746","FieldValue",", during the first hour of a THERAPY CYCLE, be able to deliver a maximum number of bolusES of [bolus_AVAILABLE_FIRST_HOUR] minus the number of bolusES delivered within the previous rolling hour of the previous THERAPY CYCLE.","TECHNICAL","specification","","",29,"N/A"
"fv0747","FieldValue",", after the first hour of a THERAPY CYCLE, be able to deliver a maximum number of bolusES per hour of [bolus_AVAILABLE_HOUR].","TECHNICAL","specification","","",30,"N/A"
"fv0748","FieldValue"," have a state, SYSTEM_STATE_PAUSE, in which... 

 the THERAPY CYCLE is paused upon request of the USER when pressing the Start/Pause Button.","TECHNICAL","specification","","",31,"N/A"
"fv0749","FieldValue"," fulfil the requirements for flow rate and dose accuracy for both basal and bolus regimens with drug formulations having a viscosity in the range of [VISCOSITY_MIN] to [VISCOSITY_MAX]. 

Note: basal flow rates as per [TRS-145], bolus flow rates as per [TRS-150]","TECHNICAL","specification","","",32,"N/A"
"fv0750","FieldValue"," be able to log and store in the NVM the following operating parameters:

* Absolute timestamp
* FSM Device State
* Therapy cycle number
* Any type of event and associated characteristics data happening during the DEVICE normal operations (including State transitions)
* Error codes
* Therapy related data as:
   -  Start of therapy cycle event
   -  bolus and Start/Pause Button interrupts
   -  bolus delivery event
   -  bolus delivery event duration
   -  ENCODER counts monitored for each bolus event
   -  basal delivery event
   -  basal delivery event duration
   -  ENCODER counts monitored for each basal event
   -  Estimated residual amount of drug
   -  Any Alarm event happening during the therapy normal operations
   -  End of therapy cycle event.","TECHNICAL","specification","","",33,"N/A"
"fv0751","FieldValue"," consider an occlusion to be present during the delivery of a basal pulse if at least one of the following conditions occurs: 

     -  the motor shaft speed decreases by more than the [MOTOR_SHAFT_DECELERATION] of the nominal [basal_MOTOR_SPEED]
     -  the current drawn by the motor is greater than or equal to [OCCLUSION_DETECTION_basal_MOTOR_CURRENT].","TECHNICAL","specification","","",34,"N/A"
"fv0752","FieldValue"," detect an occlusion in the fluidic pathway before it results in: 

a) under delivery of a single bolus by < 80% of the target volume; or
b) basal dose inaccuracy of < 80% of target basal dose within a 1 hr period.","TECHNICAL","specification","","",35,"N/A"
"fv0753","FieldValue",", GIVEN it is in SYSTEM_STATE_ATE_MODE, 

WHEN the a valid deactivation command is received, 

THEN transit to SYSTEM_STATE_SHELF_LIFE.","TECHNICAL","specification","","",36,"N/A"
"fv0754","FieldValue"," transit to SYSTEM_STATE_SHELF_LIFE in the event that it is switched on by anything other than a valid recognizable POD.","TECHNICAL","specification","","",37,"N/A"
"fv0755","FieldValue"," have a state, SYSTEM_STATE_SHELF_LIFE, in which the following circuits only are powered: 

   -  RTC (previously initialized during the manufacturing process)
   -  POD presence detection
   -  System wake-up management","TECHNICAL","specification","","",38,"N/A"
"fv0756","FieldValue",", GIVEN it is in SYSTEM_STATE_POD_IDENTIFICATION,

WHEN the time required to perform the POD identification exceeds [TIMEOUT_IDENTIFICATION], 

THEN transit to SYSTEM_STATE_POWER_OFF. 

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",39,"N/A"
"fv0757","FieldValue",", GIVEN it is in SYSTEM_STATE_CHANGE_POD
AND the CONTROLLER and POD are coupled,

WHEN the skin sensor has been unable to detect a contact surface for [TIMEOUT_SKIN_MISSING_SLEEP]  

THEN transit to SYSTEM_STATE_POWER_OFF. 

Note: RTC accuracy as per [TRS-1921]","TECHNICAL","specification","","",40,"N/A"
"fv0758","FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the POD is detached before transition to SYSTEM_STATE_POD_IDENTIFICATION, 

THEN transit to SYSTEM_STATE_POWER_OFF.","TECHNICAL","specification","","",41,"N/A"
"fv0759","FieldValue"," have a state, SYSTEM_STATE_POWER_OFF, in which the following circuits only are powered: 

   -  MCU (in low power mode)
   -  RTC
   -  Start/Pause Button and Bolus Button interface
   -  POD presence detection
   -  System wake-up management","TECHNICAL","specification","","",42,"N/A"
"fv0760","FieldValue",", GIVEN it is in any system state, 

WHEN the CONTROLLER and the POD are decoupled, 

THEN transit to SYSTEM_STATE_DECOUPLED.","TECHNICAL","specification","","",43,"N/A"
"fv0761","FieldValue"," have a state, SYSTEM_STATE_DECOUPLED, in which... 

 the power off sequence automatically starts to transit then in SYSTEM_STATE_POWER_OFF.","TECHNICAL","specification","","",44,"N/A"
"fv0762","FieldValue",", WHEN the first successful coupling of the CONTROLLER and POD has taken place, 

THEN automatically power on, 
THEN transit from SYSTEM_STATE_SHELF_LIFE to SYSTEM_STATE_INITIALIZATION.","TECHNICAL","specification","","",45,"N/A"
"fv0763","FieldValue",", WHEN coupling an unused POD to the CONTROLLER, 

THEN automatically power on, 
THEN transit from SYSTEM_STATE_POWER_OFF to SYSTEM_STATE_INITIALIZATION.","TECHNICAL","specification","","",46,"N/A"
"fv0764","FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the number of previously coupled PODs equals [THERAPY_CYCLE_NUMBERS], 

THEN abort the initialization sequence.","TECHNICAL","specification","","",47,"N/A"
"fv0765","FieldValue"," have a state, SYSTEM_STATE_INITIALIZATION, in which it performs the following operations to initialize itself:

   -  checks the NVM integrity
   -  starts the lifetime of the CONTROLLER since the first POD coupling
   -  checks the lifetime of the DEVICE since the RTC initialization
   -  checks the lifetime of the CONTROLLER since the first POD coupling
   -  checks the total number of coupled PODs
   -  performs a set of tests on the hardware components activated by the firmware, called Power-On Self Test (POST)
   -  monitors the error events occurring, both NRE or not
   -  checks the BATTERY level
   -  updates the UI in function of the corresponding event/s.","TECHNICAL","specification","","",48,"N/A"
"fv0766","FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION
AND during the initialization sequence [TRS-1758],

WHEN an error is recognized as non-recoverable [TRS-1908], 

THEN transit to SYSTEM_STATE_NRE.","TECHNICAL","specification","","",49,"N/A"
"fv0767","FieldValue",", GIVEN it is in SYSTEM_STATE_CHANGE_POD,

WHEN an error is recognized as non-recoverable as per [TRS-1908], 

THEN transit to SYSTEM_STATE_NRE.","TECHNICAL","specification","","",50,"N/A"
"fv0768","FieldValue"," have a state, SYSTEM_STATE_NRE, in which it... 

 interrupts the nominal working operations and updates the UI as per [TRS-1978], [TRS-1979] and [TRS-1980] until the complete battery depletion.","TECHNICAL","specification","","",51,"N/A"
"fv0769","FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN it receives a valid external command to enter production and testing mode, 

THEN transit to SYSTEM_STATE_ATE_MODE  as per [TRS-1768].","TECHNICAL","specification","","",52,"N/A"
"fv0770","FieldValue",", GIVEN it is in SYSTEM_STATE_INITIALIZATION,

WHEN the initialization operations listed in [TRS-1758] are all successfully completed, 

THEN transit to SYSTEM_STATE_POD_IDENTIFICATION
THEN start the POD identification sequence.","TECHNICAL","specification","","",53,"N/A"
"fv0771","FieldValue"," have a state, SYSTEM_STATE_POD_IDENTIFICATION, in which it performs the following sequence of actions: 

   -  reads the NFC tag of the POD
   -  in case of the first POD only, reads the POD dose configuration profile and stores it in the CONTROLLER NVM 
   -  for all PODs except the first coupled, checks the compatibility of the coupled POD with the dose configuration profile CONTROLLER NVM
   -  interprets the position of the skin sensor
   -  monitors the interrupts coming from the Start/Pause Button
   -  updates the UI as per [TRS-1984], [TRS-1985], [TRS-1986].","TECHNICAL","specification","","",54,"N/A"
"fv0772","FieldValue",", when in the state SYSTEM_STATE_POD_IDENTIFICATION, read from the POD's NFC tag the information specified in [TRS-1907].","TECHNICAL","specification","","",55,"N/A"
"fv0773","FieldValue",", GIVEN it is in SYSTEM_STATE_SETUP,

WHEN the first valid POD is coupled, 

THEN start to count the lifetime (EoL) of the CONTROLLER.","TECHNICAL","specification","","",56,"N/A"
